D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_01_898.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_01_898.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_01_898.jpg, 0, 0, 0, 7.813073E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_004.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_004.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_004.jpg, 0, 0, 0, 7.963306E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_105.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_105.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_105.jpg, 0, 0, 0, 7.767854E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_206.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_206.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_206.jpg, 0, 0, 0, 7.807896E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_308.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_308.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_308.jpg, 0, 0, 0, 7.827898E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_409.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_409.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_409.jpg, 0, 0, 0, 7.806406E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_529.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_529.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_529.jpg, 0, 0, 0, 7.892401E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_629.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_629.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_629.jpg, 0, 0, 0, 7.818595E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_731.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_731.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_731.jpg, 0, 0, 0, 7.829905E-05
D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\center_2021_04_08_16_25_02_831.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\left_2021_04_08_16_25_02_831.jpg, D:\Daniel\Development\AI\The complete Self-Driving Car Course - Applied Deep Learning\Section 14 - Behavioural Cloning\Data\IMG\right_2021_04_08_16_25_02_831.jpg, 0, 0, 0, 7.90349E-05
